track_name,race_time_label,race_time_iso,race_url
Monmore,20:34,2026-01-17T20:34,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832625
Monmore,20:54,2026-01-17T20:54,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832627
Monmore,21:14,2026-01-17T21:14,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832629
Monmore,21:34,2026-01-17T21:34,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832631
Monmore,21:50,2026-01-17T21:50,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832633
Dunstall Park,18:20,2026-01-17T18:20,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832238
Dunstall Park,18:38,2026-01-17T18:38,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832240
Dunstall Park,18:58,2026-01-17T18:58,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832242
Dunstall Park,19:18,2026-01-17T19:18,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832244
Dunstall Park,19:38,2026-01-17T19:38,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832246
Dunstall Park,19:58,2026-01-17T19:58,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832248
Dunstall Park,20:18,2026-01-17T20:18,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832250
Dunstall Park,20:38,2026-01-17T20:38,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832252
Dunstall Park,20:58,2026-01-17T20:58,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832254
Dunstall Park,21:18,2026-01-17T21:18,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832256
Dunstall Park,21:38,2026-01-17T21:38,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832258
Dunstall Park,21:54,2026-01-17T21:54,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252832260
Romford,18:42,2026-01-17T18:42,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833215
Romford,19:02,2026-01-17T19:02,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833217
Romford,19:22,2026-01-17T19:22,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833219
Romford,19:42,2026-01-17T19:42,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833221
Romford,20:02,2026-01-17T20:02,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833223
Romford,20:22,2026-01-17T20:22,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833225
Romford,20:42,2026-01-17T20:42,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833227
Romford,21:02,2026-01-17T21:02,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833229
Romford,21:22,2026-01-17T21:22,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833231
Romford,21:42,2026-01-17T21:42,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833233
Romford,21:58,2026-01-17T21:58,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833235
Romford,22:20,2026-01-17T22:20,https://www.betfair.com/exchange/plus/greyhound-racing/market/1.252833237
