date,track,hhmm,category_raw,category_norm,dog_name,strategy_tag,stake
2026-01-18,Yarmouth,14:07,A9,A9,Waikiki Sapphire,BACK,1.0
2026-01-18,Yarmouth,14:07,A9,A9,Cheery Girl,BACK,1.0
2026-01-18,Yarmouth,14:07,A9,A9,Trip No Bother,BACK,1.0
2026-01-18,Sunderland,14:14,A5,A5,Roaming Ariana,BACK,1.0
2026-01-18,Sunderland,14:14,A5,A5,Droopys Marie,BACK,1.0
2026-01-18,Sunderland,14:14,A5,A5,Aero Tioman,BACK,1.0
2026-01-18,Valley,14:18,D5,D5,Hawkfield Jasmin,LAY,1.0
2026-01-18,Valley,14:18,D5,D5,Tobergal Denise,LAY,1.0
2026-01-18,Valley,14:18,D5,D5,To Bright,LAY,1.0
2026-01-18,Hove,14:23,A5,A5,Sly Big Bird,BACK,1.0
2026-01-18,Hove,14:23,A5,A5,Lupi Lopez,BACK,1.0
2026-01-18,Hove,14:23,A5,A5,Droopys Crafty,BACK,1.0
2026-01-18,Oxford,14:33,A4,A4,Ragdoll Rosie,BACK,1.0
2026-01-18,Oxford,14:33,A4,A4,Bonita Moon,BACK,1.0
2026-01-18,Oxford,14:33,A4,A4,Dreamin Dot,BACK,1.0
2026-01-18,Towcester,14:36,A7,A7,Flickering King,BACK,1.0
2026-01-18,Towcester,14:36,A7,A7,Itwaswhatitwas,BACK,1.0
2026-01-18,Towcester,14:36,A7,A7,Vinegarhill Luna,BACK,1.0
2026-01-18,Hove,14:41,A7,A7,Stone Cold Punk,BACK,1.0
2026-01-18,Hove,14:41,A7,A7,Mustang Maverick,BACK,1.0
2026-01-18,Hove,14:41,A7,A7,Yankee Molly,BACK,1.0
2026-01-18,Oxford,14:52,A2,A2,Swift Quarter,BACK,1.0
2026-01-18,Oxford,14:52,A2,A2,Shes Welcome,BACK,1.0
2026-01-18,Oxford,14:52,A2,A2,Deelish Crofty,BACK,1.0
2026-01-18,Towcester,14:54,OR,OR,Chasing Rachel,BACK,1.0
2026-01-18,Towcester,14:54,OR,OR,Fabulous Hana,BACK,1.0
2026-01-18,Towcester,14:54,OR,OR,Ballintee Uno,BACK,1.0
2026-01-18,Hove,15:01,A2,A2,Sly Wobblebottom,BACK,1.0
2026-01-18,Hove,15:01,A2,A2,Clonkeen Jim,BACK,1.0
2026-01-18,Hove,15:01,A2,A2,Droopys Freckles,BACK,1.0
2026-01-18,Sheffield,15:07,A6,A6,Any Dream,BACK,1.0
2026-01-18,Sheffield,15:07,A6,A6,Magna Phoenix,BACK,1.0
2026-01-18,Sheffield,15:07,A6,A6,Lowgate Blue Boy,BACK,1.0
2026-01-18,Oxford,15:11,OR,OR,Ballintemple Dan,BACK,1.0
2026-01-18,Oxford,15:11,OR,OR,Eze,BACK,1.0
2026-01-18,Oxford,15:11,OR,OR,Rapido Judy,BACK,1.0
2026-01-18,Towcester,15:13,OR,OR,Not So Steady,BACK,1.0
2026-01-18,Towcester,15:13,OR,OR,Fire Height Lila,BACK,1.0
2026-01-18,Towcester,15:13,OR,OR,Cartoonist,BACK,1.0
2026-01-18,Hove,15:19,D3,D3,St Crispins Day,LAY,1.0
2026-01-18,Hove,15:19,D3,D3,Natural World,LAY,1.0
2026-01-18,Hove,15:19,D3,D3,Burrow Lightyear,LAY,1.0
2026-01-18,Oxford,15:29,OR,OR,Alright Twinkle,BACK,1.0
2026-01-18,Oxford,15:29,OR,OR,Easy Molly,BACK,1.0
2026-01-18,Oxford,15:29,OR,OR,Newinn Bliss,BACK,1.0
2026-01-18,Towcester,15:32,A2,A2,Spiridon Zelus,BACK,1.0
2026-01-18,Towcester,15:32,A2,A2,Signet Tess,BACK,1.0
2026-01-18,Towcester,15:32,A2,A2,Java Joan,BACK,1.0
2026-01-18,Hove,15:38,A10,A10,Roanna Dixie,BACK,1.0
2026-01-18,Hove,15:38,A10,A10,Stefans Bomb,BACK,1.0
2026-01-18,Hove,15:38,A10,A10,Speed Time,BACK,1.0
2026-01-18,Oxford,15:49,OR,OR,Jazzy Soul,BACK,1.0
2026-01-18,Oxford,15:49,OR,OR,Face The Storm,BACK,1.0
2026-01-18,Oxford,15:49,OR,OR,Baggios Belter,BACK,1.0
2026-01-18,Towcester,15:51,OR,OR,Droopys Graph,BACK,1.0
2026-01-18,Towcester,15:51,OR,OR,Bower Aoibhin,BACK,1.0
2026-01-18,Towcester,15:51,OR,OR,Newinn Tonic,BACK,1.0
2026-01-18,Hove,15:57,A5,A5,Magical Tessa,BACK,1.0
2026-01-18,Hove,15:57,A5,A5,Pocket Lacey,BACK,1.0
2026-01-18,Hove,15:57,A5,A5,Signet Clo Clo,BACK,1.0
2026-01-18,Sheffield,16:03,A4,A4,Rockmount Lucy,BACK,1.0
2026-01-18,Sheffield,16:03,A4,A4,Unique John,BACK,1.0
2026-01-18,Sheffield,16:03,A4,A4,Romeo Pilot,BACK,1.0
2026-01-18,Oxford,16:07,OR,OR,Hoholetsgo,BACK,1.0
2026-01-18,Oxford,16:07,OR,OR,Carrick Scholsey,BACK,1.0
2026-01-18,Oxford,16:07,OR,OR,Havana Sizzler,BACK,1.0
2026-01-18,Towcester,16:09,A6,A6,Moredramakirstie,BACK,1.0
2026-01-18,Towcester,16:09,A6,A6,Salacres Damaine,BACK,1.0
2026-01-18,Towcester,16:09,A6,A6,Jackies Hero,BACK,1.0
2026-01-18,Hove,16:16,A2,A2,Sporting Bafta,BACK,1.0
2026-01-18,Hove,16:16,A2,A2,Shes One Eighty,BACK,1.0
2026-01-18,Hove,16:16,A2,A2,Senahel Pikachu,BACK,1.0
2026-01-18,Sheffield,16:22,A3,A3,Very Elegant,BACK,1.0
2026-01-18,Sheffield,16:22,A3,A3,Swift Mel,BACK,1.0
2026-01-18,Sheffield,16:22,A3,A3,Savanaregimental,BACK,1.0
2026-01-18,Oxford,16:26,OR,OR,Eagles Respect,BACK,1.0
2026-01-18,Oxford,16:26,OR,OR,Alright Patricia,BACK,1.0
2026-01-18,Oxford,16:26,OR,OR,Baggios Dilemma,BACK,1.0
2026-01-18,Towcester,16:28,OR,OR,Born Racer,BACK,1.0
2026-01-18,Towcester,16:28,OR,OR,Pavilion Team,BACK,1.0
2026-01-18,Towcester,16:28,OR,OR,Broadway Murty,BACK,1.0
2026-01-18,Hove,16:34,A1,A1,My Mate Ronnie,BACK,1.0
2026-01-18,Hove,16:34,A1,A1,Razor Gun,BACK,1.0
2026-01-18,Hove,16:34,A1,A1,Razldazl Barkley,BACK,1.0
2026-01-18,Sheffield,16:41,A5,A5,Coxys Girl,BACK,1.0
2026-01-18,Sheffield,16:41,A5,A5,Effernogue Dave,BACK,1.0
2026-01-18,Sheffield,16:41,A5,A5,Nolas Conroe,BACK,1.0
2026-01-18,Oxford,16:44,OR,OR,Outa The Clouds,BACK,1.0
2026-01-18,Oxford,16:44,OR,OR,Jazzy Mia,BACK,1.0
2026-01-18,Oxford,16:44,OR,OR,Doc Susie,BACK,1.0
2026-01-18,Hove,16:53,A6,A6,Front Loaded,BACK,1.0
2026-01-18,Hove,16:53,A6,A6,Caramels Cream,BACK,1.0
2026-01-18,Hove,16:53,A6,A6,Uptown Lass,BACK,1.0
2026-01-18,Sheffield,16:59,A8,A8,Classy Chloe,BACK,1.0
2026-01-18,Sheffield,16:59,A8,A8,Dirty Velvet,BACK,1.0
2026-01-18,Sheffield,16:59,A8,A8,Costly Chips,BACK,1.0
2026-01-18,Oxford,17:03,OR,OR,Droopys Aladdin,BACK,1.0
2026-01-18,Oxford,17:03,OR,OR,Always Hoffa,BACK,1.0
2026-01-18,Oxford,17:03,OR,OR,Crossfield Niall,BACK,1.0
2026-01-18,Towcester,17:06,OR,OR,Slick Sentinel,BACK,1.0
2026-01-18,Towcester,17:06,OR,OR,Fabulous Aria,BACK,1.0
2026-01-18,Towcester,17:06,OR,OR,Getup Me Izzy,BACK,1.0
2026-01-18,Hove,17:12,A3,A3,Gretna,BACK,1.0
2026-01-18,Hove,17:12,A3,A3,Playit Cool Trig,BACK,1.0
2026-01-18,Hove,17:12,A3,A3,Slick Sabo,BACK,1.0
2026-01-18,Sheffield,17:18,A2,A2,Good Knick,BACK,1.0
2026-01-18,Sheffield,17:18,A2,A2,Chart Topper,BACK,1.0
2026-01-18,Sheffield,17:18,A2,A2,Slippy Keith,BACK,1.0
2026-01-18,Towcester,17:24,A5,A5,Flickering Belle,BACK,1.0
2026-01-18,Towcester,17:24,A5,A5,Salacres Sahara,BACK,1.0
2026-01-18,Towcester,17:24,A5,A5,Debossman,BACK,1.0
2026-01-18,Hove,17:31,A4,A4,Able Partner,BACK,1.0
2026-01-18,Hove,17:31,A4,A4,Exotic Princess,BACK,1.0
2026-01-18,Hove,17:31,A4,A4,Kates Bart,BACK,1.0
2026-01-18,Sheffield,17:37,D3,D3,Spatter The Dew,LAY,1.0
2026-01-18,Sheffield,17:37,D3,D3,Freedom Layla,LAY,1.0
2026-01-18,Sheffield,17:37,D3,D3,Pelorus Jack,LAY,1.0
2026-01-18,Towcester,17:43,D2,D2,Flitwick Girl,LAY,1.0
2026-01-18,Towcester,17:43,D2,D2,Burrow Amazing,LAY,1.0
2026-01-18,Towcester,17:43,D2,D2,Salthill Albie,LAY,1.0
2026-01-18,Hove,17:49,A1,A1,Broncos Bullet,BACK,1.0
2026-01-18,Hove,17:49,A1,A1,Clairkeith Santi,BACK,1.0
2026-01-18,Hove,17:49,A1,A1,Kick On Archie,BACK,1.0
2026-01-18,Sheffield,17:56,D3,D3,Lowgate Jack,LAY,1.0
2026-01-18,Sheffield,17:56,D3,D3,Cyclers Ruby,LAY,1.0
2026-01-18,Sheffield,17:56,D3,D3,Shockwave Taboo,LAY,1.0
2026-01-18,Towcester,18:02,A4,A4,Salacresvictoria,BACK,1.0
2026-01-18,Towcester,18:02,A4,A4,Unlikely Doohoma,BACK,1.0
2026-01-18,Towcester,18:02,A4,A4,Glencoe Queen,BACK,1.0
2026-01-18,Kinsley,18:08,D3,D3,Tally Ho Lexi,LAY,1.0
2026-01-18,Kinsley,18:08,D3,D3,Moanteen Chick,LAY,1.0
2026-01-18,Kinsley,18:08,D3,D3,Fuel Inthe Flame,LAY,1.0
2026-01-18,Star Pelaw,18:11,A4,A4,Duggies Lilo,BACK,1.0
2026-01-18,Star Pelaw,18:11,A4,A4,Shanahee Roxy,BACK,1.0
2026-01-18,Star Pelaw,18:11,A4,A4,Ma Darlin,BACK,1.0
2026-01-18,Kinsley,18:26,A6,A6,Teddys Beauty,BACK,1.0
2026-01-18,Kinsley,18:26,A6,A6,Blueview Sugger,BACK,1.0
2026-01-18,Kinsley,18:26,A6,A6,Not Wired Up,BACK,1.0
2026-01-18,Star Pelaw,18:29,A8,A8,Glenbowen Mabel,BACK,1.0
2026-01-18,Star Pelaw,18:29,A8,A8,Catunda Leo,BACK,1.0
2026-01-18,Star Pelaw,18:29,A8,A8,Oceans Blue,BACK,1.0
2026-01-18,Kinsley,18:42,D5,D5,Noirs Coach,LAY,1.0
2026-01-18,Kinsley,18:42,D5,D5,Lets Go Winnie,LAY,1.0
2026-01-18,Kinsley,18:42,D5,D5,Lets Go Drago,LAY,1.0
2026-01-18,Star Pelaw,18:46,OR,OR,Killieford Goram,BACK,1.0
2026-01-18,Star Pelaw,18:46,OR,OR,Winter King,BACK,1.0
2026-01-18,Star Pelaw,18:46,OR,OR,Fabulous Spell,BACK,1.0
2026-01-18,Kinsley,18:59,A8,A8,Two For Gold,BACK,1.0
2026-01-18,Kinsley,18:59,A8,A8,Maceyslittlegem,BACK,1.0
2026-01-18,Kinsley,18:59,A8,A8,Mohican Yoshi,BACK,1.0
2026-01-18,Star Pelaw,19:04,OR,OR,Lightfoot Jamie,BACK,1.0
2026-01-18,Star Pelaw,19:04,OR,OR,Catch The Wind,BACK,1.0
2026-01-18,Star Pelaw,19:04,OR,OR,Loxleys Rex,BACK,1.0
2026-01-18,Kinsley,19:16,D1,D1,Ard Macha Abu,LAY,1.0
2026-01-18,Kinsley,19:16,D1,D1,Canya Jet,LAY,1.0
2026-01-18,Kinsley,19:16,D1,D1,Ballymac Pria,LAY,1.0
2026-01-18,Star Pelaw,19:24,OR,OR,Gallarus Sniper,BACK,1.0
2026-01-18,Star Pelaw,19:24,OR,OR,Freedom Pro Am,BACK,1.0
2026-01-18,Star Pelaw,19:24,OR,OR,Townspark Taylor,BACK,1.0
2026-01-18,Kinsley,19:33,HP,HP,Holborn Betty,LAY,1.0
2026-01-18,Kinsley,19:33,HP,HP,Deecee Ava,LAY,1.0
2026-01-18,Kinsley,19:33,HP,HP,Sober Ballad,LAY,1.0
2026-01-18,Star Pelaw,19:42,OR,OR,Makeit Champion,BACK,1.0
2026-01-18,Star Pelaw,19:42,OR,OR,Twistablindeye,BACK,1.0
2026-01-18,Star Pelaw,19:42,OR,OR,Roanna Speed,BACK,1.0
2026-01-18,Kinsley,19:49,D2,D2,Speedy Killeavy,LAY,1.0
2026-01-18,Kinsley,19:49,D2,D2,Grovenor Jessie,LAY,1.0
2026-01-18,Kinsley,19:49,D2,D2,Deelish Lucy,LAY,1.0
2026-01-18,Star Pelaw,19:58,OR,OR,Marymount Joy,BACK,1.0
2026-01-18,Star Pelaw,19:58,OR,OR,Wanted Tibet,BACK,1.0
2026-01-18,Star Pelaw,19:58,OR,OR,Blackstone Senna,BACK,1.0
2026-01-18,Kinsley,20:07,HP,HP,Yeah Mick,LAY,1.0
2026-01-18,Kinsley,20:07,HP,HP,Grovenor Albie,LAY,1.0
2026-01-18,Kinsley,20:07,HP,HP,Lightfoot Elle,LAY,1.0
2026-01-18,Star Pelaw,20:16,OR,OR,Bisto Jayden,BACK,1.0
2026-01-18,Star Pelaw,20:16,OR,OR,Fruity Sprite,BACK,1.0
2026-01-18,Star Pelaw,20:16,OR,OR,Mid Tipp Franky,BACK,1.0
2026-01-18,Kinsley,20:24,A5,A5,Ballydaniel Cat,BACK,1.0
2026-01-18,Kinsley,20:24,A5,A5,Laid Back,BACK,1.0
2026-01-18,Kinsley,20:24,A5,A5,Woodenstown Soul,BACK,1.0
2026-01-18,Star Pelaw,20:34,OR,OR,Cash Maker,BACK,1.0
2026-01-18,Star Pelaw,20:34,OR,OR,Beslo Sarah,BACK,1.0
2026-01-18,Star Pelaw,20:34,OR,OR,Fruity Fanta,BACK,1.0
2026-01-18,Kinsley,20:41,A4,A4,Take Top Spot,BACK,1.0
2026-01-18,Kinsley,20:41,A4,A4,Swift Office,BACK,1.0
2026-01-18,Kinsley,20:41,A4,A4,Ballymac Wynett,BACK,1.0
2026-01-18,Star Pelaw,20:52,OR,OR,Dreamin Porcha,BACK,1.0
2026-01-18,Star Pelaw,20:52,OR,OR,Sunnyside Ted,BACK,1.0
2026-01-18,Star Pelaw,20:52,OR,OR,Nah Then Keefill,BACK,1.0
2026-01-18,Kinsley,20:59,A7,A7,Zaconey Venus,BACK,1.0
2026-01-18,Kinsley,20:59,A7,A7,Hazelgrove Amani,BACK,1.0
2026-01-18,Kinsley,20:59,A7,A7,Barter Account,BACK,1.0
2026-01-18,Star Pelaw,21:09,OR,OR,Ballinabola Eve,BACK,1.0
2026-01-18,Star Pelaw,21:09,OR,OR,Fruity Beauty,BACK,1.0
2026-01-18,Star Pelaw,21:09,OR,OR,Innfield Storm,BACK,1.0
2026-01-18,Kinsley,21:16,D4,D4,Daniel Maxi,LAY,1.0
2026-01-18,Kinsley,21:16,D4,D4,Ineedabreak,LAY,1.0
2026-01-18,Kinsley,21:16,D4,D4,Spooky Angel,LAY,1.0
2026-01-18,Star Pelaw,21:26,OR,OR,Keefill Darwin,BACK,1.0
2026-01-18,Star Pelaw,21:26,OR,OR,Leathems Bluey,BACK,1.0
2026-01-18,Star Pelaw,21:26,OR,OR,Links Ginola,BACK,1.0
2026-01-18,Star Pelaw,21:41,OR,OR,Sunnyside Jayden,BACK,1.0
2026-01-18,Star Pelaw,21:41,OR,OR,Blueys Elle,BACK,1.0
2026-01-18,Star Pelaw,21:41,OR,OR,Moanteen Pudding,BACK,1.0
